Empresa,Producto,Presentacion,Principio_activo,1,2,3,4,5,6,7,8,9,10,11,12
"Takeda Mexico, S.A. de C.V.",EDARBI CLD,Frasco con 28 tabletas de 80 mg,Azilsartan Medoxomilo/Clortalidona,,,,,,,,,1086,1086,1086,1170
"Takeda Mexico, S.A. de C.V.",INCRESINA,Frasco con 28 tabletas de 12.5 mg,Alogliptina,,,,,,,,,,665,665,715.5
"Takeda Mexico, S.A. de C.V.",INCRESINA,Frasco con 14 tabletas de 25 mg,Alogliptina,,,,,,,,,,393,393,422
"Takeda Mexico, S.A. de C.V.",INCRESINA,Frasco con 28 tabletas de 25 mg,Alogliptina,,,,,,,,,,665,665,715.5
"Takeda Mexico, S.A. de C.V.",INCRESINA P,Frasco con 28 tabletas de 25mg/15mg,Alogliptina/Pioglitazona,,,,,,,,,,695,695,758.5
"Takeda Mexico, S.A. de C.V.",INCRESINA P,Frasco con 28 tabletas de 25mg/30mg,Alogliptina/Pioglitazona,,,,,,,,,,695,695,758.5
"Takeda Mexico, S.A. de C.V.",RENEGY,Caja con frasco †mpula de 10 ml (500mg/ml),Carboximaltosa fÇrrica,,,,,,,,,3054,3054,3054,3133
"Takeda Mexico, S.A. de C.V.",TURAZIVE,Caja con frasco con 15 tabletas de 80 mg.,Febuxostat,,,,,,,,,,,,363
"Takeda Mexico, S.A. de C.V.",TURAZIVE,Caja con frasco con 30 tabletas de 80 mg.,Febuxostat,,,,,,,,,,,,677
"Undra, S.A. de C.V.",AZOMYR,Caja con frasco con soluci¢n de 60 ml.,Desloratadina,,,,234.44,234.44,234.44,234.44,234.44,,,,
"Undra, S.A. de C.V.",AZOMYR,Caja con 10 tabletas,Desloratadina,234.1,234.1,234.1,234.1,234.1,234.1,234.1,234.1,,,,
"Undra, S.A. de C.V.",AZOMYR,Caja con 20 tabletas,Desloratadina,383.25,383.25,383.25,383.25,383.25,383.25,383.25,383.25,,,,
"Undra, S.A. de C.V.",AZOMYR,Frasco con 60 ml. Jarabe,Desloratadina,234.44,234.44,234.44,234.44,234.44,234.44,234.44,234.44,,,,
"Undra, S.A. de C.V.",FAZIQUE,Caja con 14 comprimidos de 100 mg.,Sitagliptina,,,,,,,,,,,,1923.96
"Undra, S.A. de C.V.",FAZIQUE,Caja con 28 comprimidos de 100 mg.,Sitagliptina,,,,,,,,,,,,3847.9
"Undra, S.A. de C.V.",FAZIQUE,Caja con 28 comprimidos de 25 mg.,Sitagliptina,,,,,,,,,,,,1569.96
"Undra, S.A. de C.V.",FAZIQUE,Caja con 28 comprimidos de 50 mg.,Sitagliptina,,,,,,,,,,,,1381.56
"Undra, S.A. de C.V.",UNICLAR,Soluci¢n pediatrico 10 ml.,"Mometazona, Furoato de ",363.44,363.44,363.44,381.4325,387.43,387.43,387.43,387.43,504.5,504.5,504.5,504.5
"Undra, S.A. de C.V.",UNICLAR,Spray nasal 18 ml.,"Mometazona, Furoato de",491.56,513.6308333,544.53,571.485,580.47,580.47,580.47,580.47,755.91,755.91,755.91,755.91
"Undra, S.A. de C.V.",VELMETIA,Caja con 28 comprimidos 50/500 mg.,Sitagliptina/metformina,,,,,,,,,,,,877.77
"Undra, S.A. de C.V.",VELMETIA,Caja con 28 comprimidos 50/850 mg.,Sitagliptina/metformina,,,,,,,,,,,,555.37
"Undra, S.A. de C.V.",VELMETIA,Caja con 56 comprimidos 50/1000 mg.,Sitagliptina/metformina,,,,,,,,,,,,2342.61
"Undra, S.A. de C.V.",VELMETIA,Caja con 56 comprimidos 50/500 mg.,Sitagliptina/metformina,,,,,,,,,,,,1755.5
"Undra, S.A. de C.V.",VELMETIA,Caja con 56 comprimidos 50/850 mg.,Sitagliptina/metformina,,,,,,,,,,,,1110.74
